THREATS:
3129.03,3372.29,1075.25,336.547,623.2,735.871
3606.39,2668.4,793.741,490.929,655.141,612.742
1442.02,3707.94,2678.82,687.555,518.365,617.407
3834.02,1936.87,1204.66,406.408,595.282,555.604
1130.43,4039.49,4082.5,306.061,532.336,405.959
3873.18,4236.69,740.029,707.943,303.968,433.828
4103.36,3579.85,785.823,343.462,448.631,449.062
1130.53,614.313,4221.51,661.141,662.159,629.198
2353.68,2267.03,3149.21,709.569,449.318,396.051
1165.54,1913.1,2611.66,712.15,355.925,462.585
1730.81,4481.87,3049.7,421.984,586.491,562.368
4214,4161.63,2512.08,515.436,410.899,552.183
2556.4,2937.7,538.501,609.18,584.98,426.838
2346.77,4491.28,2125.05,469.488,387.651,388.303
587.462,689.217,1947.19,381.11,470.388,327.437
1781.92,2167.7,2083.16,404.114,333.644,301.044
1594.02,1353.51,1573,625.514,688.828,470.573
1901.24,2132.44,2223.15,519.406,548.536,452.223
818.593,2466.67,1069.48,646.33,513.07,333.879
797.786,967.252,2796.24,417.88,727.824,598.858
3232.53,2619.75,3561.96,408.83,605.741,704.146
1608.07,1501.72,2059.28,492.751,737.878,554.783
896.595,1640.56,894.23,650.35,306.975,673.719
967.617,1260.48,2127.92,319.852,570.844,377.667
607.245,3247.46,651.881,577.038,324.319,610.855
END_THREATS
EDGES:
0,12
0,176
0,735
0,1109
0,1206
1,391
1,768
1,833
1,891
1,1156
1,1198
1,1470
1,1774
1,2018
1,2133
2,84
2,115
2,174
2,397
2,408
2,417
2,482
2,506
2,543
2,554
2,572
2,677
2,798
2,837
2,1011
2,1049
2,1129
2,1204
2,1232
2,1252
2,1518
2,1548
2,1795
2,1875
2,2113
3,7
3,19
3,141
3,167
3,212
3,360
3,791
3,849
3,863
3,966
3,974
3,1000
3,1326
3,1436
3,1503
3,1737
3,1924
3,1989
3,2068
3,2084
3,2158
4,10
4,325
4,610
4,752
4,857
4,950
4,1156
4,1281
4,1463
4,1475
5,300
5,502
5,702
5,826
5,1143
5,1476
5,2123
6,72
6,79
6,128
6,228
6,238
6,343
6,372
6,613
6,1196
6,1350
6,1704
6,1755
6,2178
7,19
7,141
7,360
7,454
7,620
7,791
7,849
7,863
7,939
7,974
7,1089
7,1159
7,1202
7,1222
7,1249
7,1436
7,1503
7,1552
7,1737
7,1989
7,2068
7,2158
8,25
8,83
8,264
8,295
8,346
8,447
8,468
8,562
8,617
8,749
8,970
8,1160
8,1220
8,1359
8,1769
8,1926
8,1966
9,219
9,325
9,391
9,516
9,642
9,768
9,803
9,839
9,1009
9,1198
9,1470
9,1705
9,1774
9,2165
10,384
10,1210
10,1513
10,1907
10,1942
11,115
11,148
11,243
11,275
11,375
11,512
11,563
11,743
11,1038
11,1118
11,1344
11,1392
11,1502
11,1592
11,1650
11,1674
11,1687
11,1771
11,1844
11,2072
11,2086
11,2157
12,768
13,339
13,529
13,602
13,862
13,870
13,874
13,880
13,1239
13,1244
13,1346
13,1545
13,1559
13,1578
13,1604
13,1615
13,1715
13,1910
13,1921
13,2104
13,2143
14,866
14,888
14,952
14,1396
15,51
15,73
15,86
15,145
15,221
15,248
15,379
15,491
15,595
15,633
15,693
15,843
15,937
15,1621
15,1707
15,1738
15,1870
15,1995
15,2016
16,54
16,70
16,171
16,625
16,1162
16,1321
16,1538
16,1873
16,2059
16,2179
17,20
17,28
17,29
17,462
17,634
17,680
17,905
17,1097
17,1221
17,1285
17,1351
17,1488
17,1539
17,1798
17,2196
18,546
18,650
18,913
18,935
18,1215
18,1349
18,1487
18,1508
18,1569
18,1751
18,1953
18,1955
18,1985
19,360
19,662
19,738
19,959
19,966
19,1089
19,1142
19,1436
19,1479
19,1989
19,2068
19,2084
19,2158
20,28
20,183
20,430
20,443
20,462
20,557
20,774
20,823
20,833
20,1018
20,1161
20,1357
20,1362
20,1520
20,1539
20,1572
20,1862
20,2018
20,2196
21,48
21,158
21,260
21,596
21,719
21,967
21,1002
21,1033
21,1108
21,1360
21,1711
21,1962
21,1979
21,2125
21,2157
21,2194
22,100
22,166
22,475
22,480
22,507
22,698
22,1077
22,1116
22,1230
22,1265
22,1680
22,1783
22,2000
22,2012
23,1632
23,2160
24,79
24,362
24,404
24,487
24,542
24,556
24,597
24,638
24,694
24,830
24,1755
24,2155
25,26
25,43
25,138
25,264
25,346
25,447
25,468
25,524
25,562
25,573
25,617
25,842
25,970
25,1080
25,1103
25,1160
25,1544
25,1649
25,1758
25,2041
25,2058
25,2108
25,2191
26,138
26,193
26,202
26,346
26,447
26,461
26,463
26,468
26,749
26,842
26,970
26,1080
26,1160
26,1177
26,1745
26,1758
26,1832
26,2041
26,2108
26,2191
27,132
27,199
27,301
27,371
27,583
27,624
27,684
27,724
27,897
27,972
27,992
27,1021
27,1104
27,1126
27,1193
27,1208
27,1375
27,1464
27,1537
27,2039
27,2065
27,2078
28,536
28,696
28,794
28,1140
28,1221
28,1285
28,1416
28,1488
28,1560
28,1852
28,2030
28,2040
28,2099
28,2197
29,45
29,399
29,408
29,581
29,634
29,787
29,798
29,810
29,815
29,828
29,859
29,1258
29,1285
29,1351
29,1488
29,1539
29,1798
29,1960
29,2006
29,2040
30,142
30,418
30,579
30,601
30,609
30,806
30,1039
30,1052
30,1150
30,1242
30,1292
30,1532
30,1725
30,1727
30,1802
30,1840
30,1893
30,1898
30,1950
30,2150
31,106
31,186
31,423
31,591
31,813
31,1130
31,1442
31,1576
31,1613
31,1895
32,133
32,161
32,230
32,354
32,551
32,577
32,590
32,675
32,679
32,689
32,766
32,869
32,999
32,1067
32,1101
32,1111
32,1139
32,1157
32,1311
32,1325
32,1361
32,1369
32,1403
32,1410
32,1418
32,1750
32,1777
32,1851
32,1893
32,1916
32,1961
32,2132
33,327
33,331
33,362
33,404
33,537
33,556
33,613
33,694
33,713
33,830
33,1196
33,1264
33,1350
33,1355
33,1467
33,1579
33,1704
33,1755
33,1801
33,1917
34,146
34,258
34,283
34,334
34,348
34,350
34,450
34,540
34,571
34,858
34,938
34,1164
34,1170
34,1327
34,1457
34,1516
34,1637
34,1722
34,1726
34,1810
34,2168
35,122
35,208
35,455
35,480
35,507
35,728
35,811
35,887
35,992
35,1077
35,1127
35,1253
35,1558
35,1641
35,1783
35,2000
36,271
36,281
36,459
36,550
36,603
36,616
36,675
36,697
36,771
36,853
36,929
36,942
36,982
36,996
36,1014
36,1314
36,1629
36,1678
36,1784
36,2011
36,2085
37,496
37,711
37,852
37,978
37,1024
37,1110
37,1561
37,1653
37,2038
38,138
38,213
38,249
38,461
38,659
38,749
38,1115
38,1177
38,1250
38,1356
38,1386
38,1753
38,1807
38,1896
38,2191
38,2200
39,89
39,485
39,723
39,1529
39,2037
40,107
40,233
40,279
40,362
40,404
40,556
